season,name22,Overall_YEAR
2013,VfL Wolfsburg,0.17788324953402168
2013,Vitesse,0.06452305954986993
2013,West Ham United,0.19850934326315858
2013,Wigan,0.0
2013,Zenit St. Petersburg,0.11179739499903518
2014,AC Milan,0.1695040425627068
2014,AS Monaco,0.2915517996667702
2014,AS Roma,0.3283871255103509
2014,AZ,0.07644570970909874
2014,AaB,0.004060476093476868
2014,Ajax,0.2057231034796192
2014,Anderlecht,0.07558927357237527
2014,Arsenal,0.4504756321086297
2014,Asteras Tripolis,0.009199489275143243
2014,Atalanta,0.15523336102800703
2014,Athletic Bilbao,0.005437719500703027
2014,Atletico Madrid,0.21913796684884068
2014,Barcelona,1.0
2014,Bayer Leverkusen,0.29875273560623816
2014,Bayern Munich,0.6997176624065732
2014,Besiktas,0.05710288356039492
2014,Bordeaux,0.043762819076178225
2014,Borussia Dortmund,0.38321618566862764
2014,Borussia Monchengladbach,0.21277575257781353
2014,Burnley,0.14545809274946003
2014,CSKA Moscow,0.1057166390820355
2014,Celtic,0.016545461600037323
2014,Chelsea,0.3843658008664903
2014,Club Brugge,0.03179987882540316
2014,Dinamo Moscow,0.0650172543922753
2014,Eintracht Frankfurt,0.17199586650046247
2014,Everton,0.1999041736164671
2014,FC Augsburg,0.13290416179746647
2014,FC Groningen,0.04929343519729848
2014,FC Midtjylland,0.0
2014,FC Twente,0.06132041803415734
2014,FC Utrecht,0.05798418473531399
2014,Feyenoord,0.14119983588026125
2014,Fiorentina,0.3027229835031125
2014,Galatasaray,0.07301638355892885
2014,Go Ahead Eagles,0.05612017089335135
2014,Guingamp,0.04947846090389042
2014,Hull City,0.13112415645074577
2014,Internazionale,0.2318245324056978
2014,Juventus,0.6612952548401974
2014,Lazio,0.14041984812902236
2014,Leicester City,0.21167272477097668
2014,Lille,0.1007641450683949
2014,Liverpool,0.41491712765861855
2014,Lokomotiv Moscow,0.01648244559506631
2014,Lyon,0.09909840303927724
2014,Mainz,0.13994523690020688
2014,Manchester City,0.5384143005647967
2014,Manchester United,0.3041593250363354
2014,Marseille,0.08700692697487054
2014,Nantes,0.05205518367302634
2014,Napoli,0.27705679583439297
2014,Nice,0.06208306301414588
2014,PSV,0.1318172712132686
2014,Panathinaikos,0.01025777997509828
2014,Paris Saint-Germain,0.4062324370869313
2014,Real Madrid,0.5115015729662049
2014,Reims,0.05544806602428443
2014,Rostov,0.01943835834709497
2014,SC Freiburg,0.13707786992875756
2014,Sampdoria,0.09857959159431866
2014,Sassuolo,0.11554498621138509
2014,Schalke 04,0.2439099958914425
2014,Sevilla FC,0.26327730647783126
2014,Southampton,0.1631382524431762
2014,Spartak Moscow,0.017277663934702942
2014,Standard Liege,0.023965811447376587
2014,Swansea City,0.1537410282829243
2014,Torino,0.14109076777095245
2014,Tottenham Hotspur,0.31467929409997264
2014,Trabzonspor,0.018024022259505935
2014,Udinese,0.11105693723552269
2014,VfB Stuttgart,0.1287923039466164
2014,VfL Wolfsburg,0.26571933370371686
2014,Villarreal,0.047059099450857296
2014,Villarreal B,0.03702238564691119
2014,Vitesse,0.05993481035297923
2014,West Ham United,0.20866122915321325
2014,Zenit St. Petersburg,0.1579061557399884
2015,AC Milan,0.171954754663118
2015,AS Monaco,0.13159798454643487
2015,AS Roma,0.32214571935738
2015,AZ,0.09053496367906892
2015,Ajax,0.15101250611372807
2015,Anderlecht,0.02365956489126669
2015,Arsenal,0.3896523867590247
2015,Asteras Tripolis,0.0
2015,Atalanta,0.15738452619401896
2015,Athletic Bilbao,0.0949429036640444
2015,Atletico Madrid,1.0
2015,Barcelona,0.24961318376151173
2015,Bayer Leverkusen,0.30365037089777114
2015,Bayern Munich,0.6598760882072697
2015,Besiktas,0.006054683841052366
2015,Bordeaux,0.05971724521359455
2015,Borussia Dortmund,0.32492931297974464
2015,Borussia Monchengladbach,0.25177055049828284
2015,CSKA Moscow,0.08280079039715123
2015,Celtic,0.034413898396767076
2015,Chelsea,0.32920342950195913
2015,Club Brugge,0.02257459249300819
2015,Dinamo Moscow,0.008874144590669725
2015,Eintracht Frankfurt,0.16073101056323397
2015,Everton,0.17070948324660332
2015,FC Augsburg,0.16339045311757275
2015,FC Groningen,0.05401206338064005
2015,FC Midtjylland,0.03653895710649593
2015,FC Twente,0.05628505743040322
2015,FC Utrecht,0.053365404217595634
2015,Fenerbahce,0.0430025419132263
2015,Feyenoord,0.08339772610881102
2015,Fiorentina,0.1677241397889796
2015,Galatasaray,0.03705625699378944
2015,Genk,0.09744127075824516
2015,Guingamp,0.04228968852247428
2015,Internazionale,0.18785315655127788
2015,Juventus,0.400048952271922
2015,Lazio,0.1539675811955342
2015,Leicester City,0.19682106571478883
2015,Lille,0.07991949392021429
2015,Liverpool,0.7318503491533142
2015,Lokomotiv Moscow,0.04185970475417745
2015,Lyon,0.1718803706330964
2015,Mainz,0.13164355786636822
2015,Manchester City,0.8500439607500454
2015,Manchester United,0.4291509724033224
2015,Marseille,0.10802130704120962
2015,Nantes,0.05204060036735976
2015,Napoli,0.2609120424393821
2015,Nice,0.06227896864047978
2015,PSV,0.22202489885189386
2015,Paris Saint-Germain,0.38462453869352337
2015,Real Madrid,0.5327203044664678
2015,Reims,0.05550470058614754
2015,Rostov,0.012359858042081711
2015,Sampdoria,0.09954157298415571
2015,Sassuolo,0.1168630775694853
2015,Schalke 04,0.14739254205165545
2015,Sevilla FC,0.4577890184053551
2015,Southampton,0.15627751469368062
2015,Spartak Moscow,0.016533087503039272
2015,Swansea City,0.14842748936272163
2015,Torino,0.1094993990692352
2015,Tottenham Hotspur,0.33733573083204965
2015,Udinese,0.11228082276968351
2015,Valencia,0.07807169276459427
2015,VfB Stuttgart,0.12152174703878024
2015,VfL Wolfsburg,0.3794854167741246
2015,Villarreal,0.19356040560009447
2015,Villarreal B,0.16281824107623358
2015,Vitesse,0.05507246419855547
2015,West Ham United,0.1943053955040571
2015,Zenit St. Petersburg,0.09142311572361603
2016,AC Milan,0.1527379443251699
2016,AS Monaco,0.4566074307196607
2016,AS Roma,0.21939984463099954
2016,AZ,0.09111518772612215
2016,Ajax,0.31304403672963055
2016,Anderlecht,0.0558288718591119
2016,Arsenal,0.3860286573935077
2016,Atalanta,0.13948695247779774
2016,Athletic Bilbao,0.0010518690335351696
2016,Atletico Madrid,0.4587897104799818
2016,Barcelona,0.2658725101665089
2016,Bayer Leverkusen,0.30404093568363555
2016,Bayern Munich,0.604305994625501
2016,Besiktas,0.055491130414746556
2016,Bordeaux,0.0340326314129393
2016,Borussia Dortmund,0.34107176815846374
2016,Borussia Monchengladbach,0.27532370331910944
2016,Burnley,0.13041016101903385
2016,CSKA Moscow,0.06819355574795595
2016,Celta Vigo,0.10935498116172618
2016,Celtic,0.08603616091133824
2016,Chelsea,0.26763916441502383
2016,Club Brugge,0.011122137125004906
2016,Eintracht Frankfurt,0.16111899076476602
2016,Everton,0.1628689847476171
2016,FC Augsburg,0.12482052393543258
2016,FC Groningen,0.04111680175440654
2016,FC Twente,0.052284414957194936
2016,FC Utrecht,0.04918656709783306
2016,Fenerbahce,0.024927385974656532
2016,Feyenoord,0.11443372333727649
2016,Fiorentina,0.14570659501982955
2016,Genk,0.015419138740943552
2016,Go Ahead Eagles,0.0474557435094027
2016,Guingamp,0.033010468939337824
2016,Hull City,0.11710043417990776
2016,Internazionale,0.17877831966481408
2016,Juventus,0.5207824044046706
2016,Konyaspor,0.0
2016,Lazio,0.12573191644969411
2016,Leicester City,0.32190150515244154
2016,Lille,0.06295531262528432
2016,Liverpool,0.3108175184581357
2016,Lokomotiv Moscow,0.005832309724493593
2016,Lyon,0.32916705108753197
2016,Mainz,0.13920284716431275
2016,Manchester City,0.47933891003019563
2016,Manchester United,0.7479815469517876
2016,Marseille,0.06916752702684009
2016,Nantes,0.04076999700237896
2016,Napoli,0.26382854469472544
2016,Nice,0.057100116224111
2016,PSV,0.17389607775734656
2016,Panathinaikos,0.009134689596228355
2016,Paris Saint-Germain,0.21485308314956875
2016,RB Leipzig,0.1756079202642611
2016,Real Madrid,1.0
2016,Rostov,0.10074275735161471
2016,SC Freiburg,0.12869600614604534
2016,Sampdoria,0.08688129134918915
2016,Sassuolo,0.1106303574951985
2016,Schalke 04,0.22081371864875574
2016,Sevilla FC,0.09448311842767061
2016,Southampton,0.15840847926916593
2016,Spartak Moscow,0.011388668381348886
2016,Standard Liege,0.01772600981533548
2016,Swansea City,0.13810125208286042
2016,Torino,0.09593750296253374
2016,Tottenham Hotspur,0.3433366464897662
2016,Udinese,0.09846708737206411
2016,VfL Wolfsburg,0.1545882636600786
2016,Villarreal,0.01087338539071731
2016,Villarreal B,0.007145563072852221
2016,Vitesse,0.050997813750216656
2016,West Ham United,0.1890972141340556
2016,Zenit St. Petersburg,0.035015154193876935
2017,AC Milan,0.15983922214339755
2017,AEK Athens,0.002206004101716409
2017,AS Monaco,0.11085441092931121
2017,AS Roma,0.422686696779157
2017,AZ,0.04887984439269701
2017,Ajax,0.07835922208183754
2017,Anderlecht,0.06065666922232423
2017,Arsenal,0.38465747815536866
2017,Atalanta,0.15024841626736704
2017,Athletic Bilbao,0.016461238132958394
2017,Atletico Madrid,0.3474541920186281
2017,Barcelona,0.15033336649445522
2017,Bayer Leverkusen,0.1582390461257867
2017,Bayern Munich,0.7276384131491785
2017,Besiktas,0.07627470912850555
2017,Bordeaux,0.02978747034973307
2017,Borussia Dortmund,0.269586651081186
2017,Borussia Monchengladbach,0.13690246701221248
2017,Burnley,0.10556375578104368
2017,CSKA Moscow,0.08072825872988222
2017,Celtic,0.08353293347371533
2017,Chelsea,0.31143690836372717
2017,Dinamo Moscow,0.007369038763190875
2017,Eintracht Frankfurt,0.14221105661657715
2017,Everton,0.1471739899117535
2017,FC Augsburg,0.1089601400920834
2017,FC Groningen,0.031063403690551945
2017,FC Twente,0.0389551192241986
2017,FC Utrecht,0.03676599128533911
2017,Feyenoord,0.1111610275345222
2017,Fiorentina,0.10952871238083103
2017,Guingamp,0.028824374019376955
2017,Internazionale,0.13760361637608354
2017,Juventus,0.3291653505062127
2017,Konyaspor,0.0
2017,Lazio,0.12462951439704646
2017,Leicester City,0.15164485236005792
2017,Lille,0.05703884071311955
2017,Liverpool,1.0
2017,Lokomotiv Moscow,0.030999497054178923
2017,Lyon,0.13279213175382917
2017,Mainz,0.11494919076824817
2017,Manchester City,0.39964224921551794
2017,Manchester United,0.2804597155880465
2017,Marseille,0.11901689221604568
2017,Nantes,0.0361355140737357
2017,Napoli,0.21066231523485252
2017,Nice,0.06623953722382345
2017,PSV,0.06168608013851143
2017,Paris Saint-Germain,0.2553909554537629
2017,RB Leipzig,0.26533205758408795
2017,Real Madrid,0.47538215308048865
2017,Real Sociedad,0.002757734123774174
2017,Rostov,0.006020426576751877
2017,SC Freiburg,0.11251024418003645
2017,SV Zulte Waregem,0.012529088118953199
2017,Sampdoria,0.07138843915446871
2017,Sassuolo,0.08437593693827716
2017,Schalke 04,0.12631245602791305
2017,Sevilla FC,0.18245987853147885
2017,Southampton,0.11786800216141749
2017,Spartak Moscow,0.056123531970416723
2017,Strasbourg,0.0416356470848464
2017,Swansea City,0.11132814260345004
2017,Torino,0.07885472151893799
2017,Tottenham Hotspur,0.30162186454820245
2017,Udinese,0.0809402062969751
2017,VfB Stuttgart,0.1054626450813651
2017,VfL Wolfsburg,0.13622863695066653
2017,Villarreal,0.007729995557221467
2017,Villarreal B,0.004656638261910658
2017,Vitesse,0.05532679837164575
2017,West Ham United,0.14954904640036706
2017,Zenit St. Petersburg,0.055279845263899854
2018,AC Milan,0.15618230988064286
2018,AEK Athens,0.04763838816828786
2018,AS Monaco,0.16789018074122591
2018,AS Roma,0.20938578921748613
2018,AZ,0.0523964114530218
2018,Ajax,0.46945971709713213
2018,Anderlecht,0.007482120125352178
2018,Arsenal,0.6304218071411869
2018,Atalanta,0.13230274675987602
2018,Atletico Madrid,0.13362866724763742
2018,Barcelona,0.4447975844514123
2018,Bayer Leverkusen,0.1805499187017512
2018,Bayern Munich,0.41388681161333807
2018,Bordeaux,0.0461066991916287
2018,Borussia Dortmund,0.34826076861338606
2018,Borussia Monchengladbach,0.15687426597862525
2018,Burnley,0.1231967784529245
2018,CSKA Moscow,0.06482070710033666
2018,Celtic,0.02568290337996527
2018,Chelsea,0.33446810722935455
2018,Club Brugge,0.0674891783387134
2018,Dinamo Moscow,0.013140425284888516
2018,Eintracht Frankfurt,0.3077106877293388
2018,Everton,0.15019126748544387
2018,FC Augsburg,0.1258686945177272
2018,FC Groningen,0.03592173586652334
2018,FC Utrecht,0.04119485871964169
2018,Fenerbahce,0.018984150146921192
2018,Feyenoord,0.06201696736043492
2018,Fiorentina,0.12649959790597554
2018,Galatasaray,0.028379980742618067
2018,Guingamp,0.038597008322140317
2018,Internazionale,0.26821962280868156
2018,Juventus,0.3734124349675136
2018,Lazio,0.1556272834983489
2018,Leicester City,0.1743296256585705
2018,Lille,0.0738179966825618
2018,Liverpool,1.0
2018,Lokomotiv Moscow,0.04524671999409984
2018,Lyon,0.17121089363491854
2018,Mainz,0.13251430922453233
2018,Manchester City,0.4439783720036867
2018,Manchester United,0.4529830437520376
2018,Marseille,0.10358165074788567
2018,Nantes,0.04772372978567554
2018,Napoli,0.2834810317801494
2018,Nice,0.05730670386608165
2018,PSV,0.14711392075234175
2018,Paris Saint-Germain,0.25933477063335975
2018,RB Leipzig,0.1927620604720743
2018,Rangers,0.033725726023183696
2018,Real Betis,0.010102250560796439
2018,Real Madrid,0.13561415645838337
2018,Reims,0.05096608068798941
2018,Rostov,0.01164396825612367
2018,SC Freiburg,0.12980798727266815
2018,Sampdoria,0.08417810583989213
2018,Sassuolo,0.09858938918738033
2018,Schalke 04,0.21990339991608962
2018,Sevilla FC,0.024703810357097965
2018,Sochi,0.0
2018,Southampton,0.13684990732474905
2018,Spartak Moscow,0.047599607571351704
2018,Standard Liege,0.010621282446830728
2018,Strasbourg,0.054589715340811445
2018,Torino,0.09246289729840267
2018,Tottenham Hotspur,0.6196747252163962
2018,Udinese,0.09477700834222785
2018,Valencia,0.21626696533092749
2018,VfB Stuttgart,0.1219877782361687
2018,VfL Wolfsburg,0.1561265656820292
2018,Villarreal,0.08501655085056299
2018,Villarreal B,0.06455486213358237
2018,Vitesse,0.042378403185788775
2018,West Ham United,0.1720040619488223
2018,Wolverhampton,0.14056115013624215
2018,Zenit St. Petersburg,0.0827552752107469
2019,AC Milan,0.37773820547823794
2019,AS Monaco,0.13382238887290815
2019,AS Roma,0.4457287295783286
2019,AZ,0.17812654945179726
2019,Ajax,0.41693673416574245
2019,Arsenal,0.7275817047690427
2019,Atalanta,0.5024865060910227
2019,Atletico Madrid,0.35963617268479514
2019,Barcelona,0.3075439891620508
2019,Bayer Leverkusen,0.7401658806441649
2019,Bayern Munich,0.9933347725693187
2019,Besiktas,0.007104636260025658
2019,Bordeaux,0.0748665134493811
2019,Borussia Dortmund,0.8847896208961195
2019,Borussia Monchengladbach,0.4677256353127809
2019,Burnley,0.3211606569467123
2019,CSKA Moscow,0.049336610997110314
2019,Celtic,0.02152539417284941
2019,Chelsea,0.8390756209269478
2019,Club Brugge,0.2362650861257572
2019,Dinamo Moscow,0.0309327152959591
2019,Eintracht Frankfurt,0.4970636330201463
2019,Espanyol,0.014125107092093353
2019,Everton,0.39310648164423
2019,FC Augsburg,0.32771693317730505
2019,FC Groningen,0.07025736440080513
2019,FC Twente,0.08858170011940325
2019,FC Union Berlin,0.31172424289235795
2019,FC Utrecht,0.07434562922873786
2019,Feyenoord,0.16545867156582203
2019,Fiorentina,0.32996334512097275
2019,Galatasaray,0.19362274184433004
2019,Genk,0.05364715885399058
2019,Getafe,0.03256262637361091
2019,Internazionale,0.5415075377291941
2019,Istanbul Basaksehir,0.03439630800940315
2019,Juventus,0.8011422314820941
2019,Lazio,0.3069784334155353
2019,Leicester City,0.457440134469352
2019,Lille,0.33784902751216567
2019,Liverpool,0.9624038421853022
2019,Lokomotiv Moscow,0.19417521594636644
2019,Lyon,0.32222271304722416
2019,Mainz,0.34542885319650113
2019,Manchester City,1.0
2019,Manchester United,0.7313123102733077
2019,Marseille,0.13131018048746745
2019,Nantes,0.0810440553307549
2019,Napoli,0.5149930871545805
2019,Nice,0.06953783540883597
2019,PSV,0.1591321464058835
2019,Paris Saint-Germain,0.6200673078433144
2019,RB Leipzig,0.697704147647636
2019,Rangers,0.02391789981721645
2019,Real Madrid,0.2892223429090578
2019,Reims,0.08426786318381027
2019,Rostov,0.02594726090704732
2019,SC Freiburg,0.3382159526489372
2019,Sampdoria,0.21716792804692517
2019,Sassuolo,0.2555769404988966
2019,Schalke 04,0.3790343870813769
2019,Sochi,0.009879032441967169
2019,Southampton,0.35754903292973544
2019,Spartak Moscow,0.030772003164948113
2019,Standard Liege,0.050551556411127074
2019,Strasbourg,0.11366027413831685
2019,Torino,0.239248588777767
2019,Tottenham Hotspur,0.7998632291546114
2019,Trabzonspor,0.0
2019,Udinese,0.23078964983689598
2019,Valencia,0.23437593292100095
2019,VfL Wolfsburg,0.4380132935515511
2019,Vitesse,0.03411369205428161
2019,West Ham United,0.45124203237588795
2019,Wolverhampton,0.39764039447521243
2019,Zenit St. Petersburg,0.16307054471659388
2020,AC Milan,0.14881643382679907
2020,AEK Athens,0.0
2020,AS Monaco,0.06204214970407993
2020,AS Roma,0.2708000442699816
2020,AZ,0.05865128990564401
2020,Ajax,0.1848879067248402
2020,Antwerp,0.009243874411204535
2020,Arsenal,0.33624222047553465
2020,Atalanta,0.19508364744155354
2020,Atletico Madrid,0.13932710902395273
2020,Barcelona,0.06575272507443534
2020,Bayer Leverkusen,0.18727766423868522
2020,Bayern Munich,1.0
2020,Bordeaux,0.026189365141279525
2020,Borussia Dortmund,0.34267388607734794
2020,Borussia Monchengladbach,0.2042426956709622
2020,Burnley,0.09008892945969557
2020,CSKA Moscow,0.016138374653910843
2020,Celtic,0.015490821714802636
2020,Chelsea,0.7592042682267667
2020,Club Brugge,0.0403425261702248
2020,Dinamo Moscow,0.008611837956864316
2020,Eintracht Frankfurt,0.1282344059238306
2020,Everton,0.11067144174289839
2020,FC Augsburg,0.09728895977251305
2020,FC Groningen,0.026220984212057718
2020,FC Midtjylland,0.042964809185254214
2020,FC Twente,0.032897837982063326
2020,FC Union Berlin,0.09225619073863449
2020,FC Utrecht,0.031045707470100426
2020,Feyenoord,0.05797900571374378
2020,Fiorentina,0.09260723317271383
2020,Getafe,0.007627787964960767
2020,Granada,0.032148264376960355
2020,Internazionale,0.33705740607626833
2020,Istanbul Basaksehir,0.03900257882189518
2020,Juventus,0.1571495730450395
2020,Lazio,0.18334078422041558
2020,Leicester City,0.13418319958478803
2020,Lille,0.07956510645237448
2020,Liverpool,0.40614150585378933
2020,Lokomotiv Moscow,0.05089247691097345
2020,Lyon,0.15974187292080905
2020,Mainz,0.1028627563642625
2020,Manchester City,0.5008135346513407
2020,Manchester United,0.7895770205828245
2020,Marseille,0.07677402516050441
2020,Nantes,0.03156018210624201
2020,Napoli,0.18578665857675455
2020,Nice,0.04618916237437948
2020,PSV,0.057881068725006916
2020,Paris Saint-Germain,0.6363539625002291
2020,RB Leipzig,0.23724709014005071
2020,Rangers,0.025991771586080993
2020,Real Madrid,0.4124720176351416
2020,Real Sociedad,0.022544121024842184
2020,Reims,0.0337576916198957
2020,Rostov,0.00563325220950407
2020,SC Freiburg,0.10059291546361099
2020,Sampdoria,0.06033832712880735
2020,Sassuolo,0.0713265112785078
2020,Schalke 04,0.11343814344982045
2020,Sevilla FC,0.0816331657771733
2020,Sivasspor,0.008028935129733824
2020,Sochi,0.0022983308359350242
2020,Southampton,0.10049904288580822
2020,Spartak Moscow,0.008942448993627153
2020,Standard Liege,0.002039885176818076
2020,Strasbourg,0.03621361692332256
2020,Torino,0.06665523950870623
2020,Tottenham Hotspur,0.1736358365238465
2020,Udinese,0.07260408689248124
2020,VfB Stuttgart,0.09403396547968032
2020,VfL Wolfsburg,0.12266678057763455
2020,Villarreal,0.08596816913387716
2020,Villarreal B,0.07036672697118326
2020,Vitesse,0.03212860932386071
2020,West Ham United,0.127303062716817
2020,Wolverhampton,0.1033287575235435
2020,Zenit St. Petersburg,0.06208988149143635
2021,AC Milan,0.20518942415141575
2021,AS Monaco,0.10773127638950274
2021,AS Roma,0.14995760926808502
2021,AZ,0.05885053776380714
2021,Ajax,0.16174971123152532
2021,Antwerp,0.004923131845603025
2021,Arsenal,0.24796317254020453
2021,Atalanta,0.2680763052466508
2021,Atletico Madrid,0.2115953703112848
2021,Barcelona,0.13953164242553323
2021,Bayer Leverkusen,0.23143149302700394
2021,Bayern Munich,0.5215296669119415
2021,Besiktas,0.04119698336663684
2021,Bordeaux,0.03146601142829512
2021,Borussia Dortmund,0.2922234313798732
2021,Borussia Monchengladbach,0.1526127508727589
2021,Burnley,0.11978368420948793
2021,CSKA Moscow,0.006680522100111842
2021,Celtic,0.017156466520048944
2021,Chelsea,0.45620093031903625
2021,Club Brugge,0.06847542786133275
2021,Dinamo Moscow,0.002880486856519605
2021,Eintracht Frankfurt,0.3284516541073058
2021,Everton,0.1482314460093112
2021,FC Augsburg,0.11993796638899028
2021,FC Groningen,0.03454429122773539
2021,FC Twente,0.045310638252944985
2021,FC Union Berlin,0.11361437157751514
2021,FC Utrecht,0.04232409990499568
2021,Fenerbahce,0.008940890526231269
2021,Feyenoord,0.07304441991170717
2021,Fiorentina,0.12326431393932022
2021,Galatasaray,0.04647209029809149
2021,Go Ahead Eagles,0.040655466952360185
2021,Internazionale,0.2534897504384819
2021,Juventus,0.3260999145993524
2021,Lazio,0.1460668197945474
2021,Leicester City,0.1973930030332665
2021,Lille,0.1445523982898592
2021,Liverpool,0.7602007760608815
2021,Lokomotiv Moscow,0.0350171487345285
2021,Lyon,0.13171317575686894
2021,Mainz,0.12694135378279683
2021,Manchester City,0.7489814701408176
2021,Manchester United,0.3890671414929714
2021,Marseille,0.10145613032378693
2021,Nantes,0.038889192796411745
2021,Napoli,0.2102462966825678
2021,Nice,0.04786597694734184
2021,PSV,0.10365004354158154
2021,Paris Saint-Germain,0.29300151431119503
2021,RB Leipzig,0.40755973681774255
2021,Rangers,0.27833131330013605
2021,Real Betis,0.043774123302076834
2021,Real Madrid,1.0
2021,Real Sociedad,0.023890882931916962
2021,Reims,0.041926442396320054
2021,Rostov,0.007688316064790094
2021,SC Freiburg,0.12408933453740491
2021,Sampdoria,0.07866440601519946
2021,Sassuolo,0.09385153385470879
2021,Sevilla FC,0.0611497248702466
2021,Sochi,0.0
2021,Southampton,0.13417184164043844
2021,Spartak Moscow,0.029848546748695373
2021,Strasbourg,0.04532085689095212
2021,Torino,0.08739521672582255
2021,Tottenham Hotspur,0.22398987275576676
2021,Udinese,0.08983391003369642
